Itens;Quantidade; Valor Total ;Data
Torta 50g;9;R$ 8,23;26/02/2023
Torta 50g;9;R$ 8,23;14/03/2023
Torta 50g;1;R$ 0,91;01/04/2023
Torta 50g;3;R$ 2,74;11/03/2023
Torta 50g;10;R$ 9,14;03/01/2023
Torta 50g;10;R$ 9,14;18/03/2023
Torta 50g;5;R$ 4,57;08/03/2023
Torta 50g;2;R$ 1,83;12/01/2023
Torta 50g;7;R$ 6,40;07/02/2023
Torta 50g;2;R$ 1,83;03/01/2023
Torta 50g;4;R$ 3,66;28/01/2023
Torta 50g;2;R$ 1,83;03/02/2023
Torta 50g;7;R$ 6,40;05/02/2023
Torta 50g;8;R$ 7,32;12/02/2023
Torta 50g;8;R$ 7,32;02/01/2023
Torta 50g;5;R$ 4,57;22/03/2023
Torta 50g;4;R$ 3,66;24/01/2023
Torta 50g;10;R$ 9,14;19/03/2023
Torta 50g;9;R$ 8,23;13/02/2023
Torta 50g;9;R$ 8,23;22/03/2023
Torta 50g;4;R$ 3,66;09/01/2023
Torta 50g;2;R$ 1,83;12/02/2023
Torta 50g;4;R$ 3,66;15/01/2023
Torta 50g;8;R$ 7,32;08/02/2023
Torta 50g;10;R$ 9,14;01/03/2023
Torta 50g;10;R$ 9,14;20/03/2023
Torta 50g;1;R$ 0,91;12/03/2023
Torta 50g;9;R$ 8,23;06/01/2023
Torta 50g;2;R$ 1,83;30/03/2023
Torta 50g;3;R$ 2,74;30/03/2023
Torta 50g;2;R$ 1,83;25/01/2023
Torta 50g;10;R$ 9,14;06/03/2023
Torta 50g;8;R$ 7,32;05/02/2023
Torta 50g;8;R$ 7,32;26/03/2023
Torta 50g;6;R$ 5,49;12/02/2023
Torta 50g;3;R$ 2,74;21/03/2023
Torta 50g;6;R$ 5,49;03/03/2023
Torta 50g;8;R$ 7,32;24/01/2023
Torta 50g;10;R$ 9,14;13/02/2023
Torta 50g;8;R$ 7,32;25/03/2023
Torta 50g;6;R$ 5,49;18/03/2023
Torta 50g;6;R$ 5,49;15/01/2023
Torta 50g;10;R$ 9,14;20/03/2023
Torta 50g;4;R$ 3,66;21/03/2023
Torta 50g;8;R$ 7,32;28/01/2023
Torta 50g;1;R$ 0,91;10/02/2023
Torta 50g;8;R$ 7,32;17/03/2023
Torta 50g;7;R$ 6,40;24/02/2023
Torta 50g;1;R$ 0,91;09/03/2023
Torta 50g;10;R$ 9,14;12/03/2023
Torta 50g;1;R$ 0,91;02/03/2023
Torta 50g;9;R$ 8,23;29/01/2023
Torta 50g;10;R$ 9,14;11/03/2023
Torta 50g;4;R$ 3,66;28/02/2023
Torta 50g;4;R$ 3,66;26/02/2023
Torta 50g;4;R$ 3,66;19/01/2023
Torta 50g;3;R$ 2,74;11/02/2023
Torta 50g;8;R$ 7,32;17/01/2023
Torta 50g;6;R$ 5,49;06/01/2023
Torta 50g;8;R$ 7,32;21/01/2023
Torta 50g;2;R$ 1,83;12/03/2023
Torta 50g;10;R$ 9,14;27/01/2023
Torta 50g;5;R$ 4,57;06/02/2023
Torta 50g;8;R$ 7,32;10/02/2023
Torta 50g;10;R$ 9,14;28/02/2023
Torta 50g;4;R$ 3,66;03/03/2023
Torta 50g;10;R$ 9,14;09/03/2023
Torta 50g;5;R$ 4,57;21/03/2023
Torta 50g;4;R$ 3,66;31/01/2023
Torta 50g;9;R$ 8,23;27/01/2023
Torta 50g;10;R$ 9,14;09/03/2023
Torta 50g;4;R$ 3,66;14/01/2023
Torta 50g;6;R$ 5,49;03/01/2023
Torta 50g;10;R$ 9,14;27/02/2023
Torta 50g;2;R$ 1,83;29/01/2023
Torta 50g;7;R$ 6,40;14/01/2023
Kibe P;6;R$ 5,49;05/02/2023
Kibe P;6;R$ 5,49;02/02/2023
Kibe P;2;R$ 1,83;05/03/2023
Kibe P;3;R$ 2,74;10/03/2023
Kibe P;8;R$ 7,32;13/01/2023
Kibe P;6;R$ 5,49;23/01/2023
Kibe P;10;R$ 9,14;16/01/2023
Kibe P;4;R$ 3,66;08/01/2023
Kibe P;8;R$ 7,32;24/02/2023
Kibe P;5;R$ 4,57;26/02/2023
Kibe P;8;R$ 7,32;09/01/2023
Kibe P;3;R$ 2,74;18/02/2023
Kibe P;4;R$ 3,66;17/02/2023
Kibe P;10;R$ 9,14;25/01/2023
Kibe P;3;R$ 2,74;22/01/2023
Kibe P;10;R$ 9,14;04/01/2023
Kibe P;10;R$ 9,14;28/03/2023
Kibe P;9;R$ 8,23;17/01/2023
Kibe P;1;R$ 0,91;02/02/2023
Kibe P;10;R$ 9,14;02/03/2023
Kibe P;8;R$ 7,32;25/02/2023
Kibe P;2;R$ 1,83;21/01/2023
Kibe P;2;R$ 1,83;24/02/2023
Kibe P;3;R$ 2,74;07/03/2023
Kibe P;1;R$ 0,91;07/02/2023
Kibe P;9;R$ 8,23;15/03/2023
Kibe P;3;R$ 2,74;17/02/2023
Kibe P;3;R$ 2,74;05/01/2023
Kibe P;5;R$ 4,57;24/03/2023
Kibe P;5;R$ 4,57;16/02/2023
Kibe P;10;R$ 9,14;12/01/2023
Kibe P;2;R$ 1,83;18/01/2023
Kibe P;2;R$ 1,83;01/03/2023
Kibe P;8;R$ 7,32;20/02/2023
Kibe P;2;R$ 1,83;12/01/2023
Kibe P;5;R$ 4,57;23/02/2023
Kibe P;9;R$ 8,23;21/01/2023
Kibe P;8;R$ 7,32;07/01/2023
Kibe P;9;R$ 8,23;05/03/2023
Kibe P;6;R$ 5,49;17/01/2023
Kibe P;7;R$ 6,40;17/03/2023
Kibe P;2;R$ 1,83;23/02/2023
Kibe P;6;R$ 5,49;17/02/2023
Kibe P;1;R$ 0,91;27/02/2023
Kibe P;6;R$ 5,49;09/02/2023
Kibe P;6;R$ 5,49;07/01/2023
Kibe P;9;R$ 8,23;10/03/2023
Kibe P;6;R$ 5,49;18/01/2023
Kibe P;4;R$ 3,66;01/03/2023
Kibe P;3;R$ 2,74;31/03/2023
Kibe P;8;R$ 7,32;18/02/2023
Kibe P;3;R$ 2,74;31/01/2023
Kibe P;8;R$ 7,32;25/01/2023
Kibe P;1;R$ 0,91;10/02/2023
Kibe P;10;R$ 9,14;02/02/2023
Kibe P;9;R$ 8,23;10/03/2023
Kibe P;8;R$ 7,32;28/02/2023
Kibe P;6;R$ 5,49;15/02/2023
Kibe P;8;R$ 7,32;17/01/2023
Kibe P;6;R$ 5,49;21/02/2023
Kibe P;9;R$ 8,23;02/03/2023
Kibe P;3;R$ 2,74;11/02/2023
Kibe P;7;R$ 6,40;22/03/2023
Kibe P;7;R$ 6,40;28/03/2023
Kibe P;10;R$ 9,14;15/01/2023
Kibe P;6;R$ 5,49;01/03/2023
Kibe P;5;R$ 4,57;02/01/2023
Kibe P;7;R$ 6,40;04/02/2023
Kibe P;10;R$ 9,14;04/02/2023
Kibe P;7;R$ 6,40;22/02/2023
Kibe P;8;R$ 7,32;13/01/2023
Kibe P;8;R$ 7,32;01/01/2023
Kibe P;8;R$ 7,32;16/02/2023
Kibe P;1;R$ 0,91;19/02/2023
Kibe P;4;R$ 3,66;10/01/2023
Kibe P;10;R$ 9,14;02/03/2023
Kibe P;2;R$ 1,83;20/03/2023
Kibe P;4;R$ 3,66;19/01/2023
Kibe P;1;R$ 0,91;14/03/2023
Kibe P;6;R$ 5,49;12/01/2023
Kibe P;1;R$ 0,91;30/01/2023
Kibe P;9;R$ 8,23;26/01/2023
Kibe P;1;R$ 0,91;18/03/2023
Kibe P;10;R$ 9,14;15/01/2023
Kibe P;2;R$ 1,83;24/03/2023
Kibe P;2;R$ 1,83;24/02/2023
Kibe P;9;R$ 8,23;07/03/2023
Kibe P;2;R$ 1,83;16/02/2023
Kibe P;2;R$ 1,83;10/01/2023
Kibe P;2;R$ 1,83;06/01/2023
Bolo de mesclado;9;R$ 8,23;12/03/2023
Bolo de mesclado;4;R$ 3,66;04/01/2023
Bolo de mesclado;2;R$ 1,83;11/01/2023
Bolo de mesclado;7;R$ 6,40;31/03/2023
Bolo de mesclado;10;R$ 9,14;26/02/2023
Bolo de mesclado;1;R$ 0,91;27/02/2023
Bolo de mesclado;9;R$ 8,23;25/02/2023
Bolo de mesclado;4;R$ 3,66;23/02/2023
Bolo de mesclado;10;R$ 9,14;09/03/2023
Bolo de mesclado;1;R$ 0,91;10/01/2023
Bolo de mesclado;6;R$ 5,49;11/03/2023
Bolo de mesclado;8;R$ 7,32;24/02/2023
Bolo de mesclado;10;R$ 9,14;23/03/2023
Bolo de mesclado;7;R$ 6,40;23/03/2023
Bolo de mesclado;1;R$ 0,91;26/01/2023
Bolo de mesclado;3;R$ 2,74;14/03/2023
Bolo de mesclado;2;R$ 1,83;16/03/2023
Bolo de mesclado;7;R$ 6,40;15/03/2023
Bolo de mesclado;6;R$ 5,49;05/03/2023
Bolo de mesclado;10;R$ 9,14;11/02/2023
Bolo de mesclado;7;R$ 6,40;13/03/2023
Bolo de mesclado;5;R$ 4,57;12/03/2023
Bolo de mesclado;1;R$ 0,91;01/04/2023
Bolo de mesclado;1;R$ 0,91;24/01/2023
Bolo de mesclado;4;R$ 3,66;15/02/2023
Bolo de mesclado;10;R$ 9,14;17/03/2023
Bolo de mesclado;5;R$ 4,57;01/04/2023
Bolo de mesclado;2;R$ 1,83;30/03/2023
Bolo de mesclado;8;R$ 7,32;17/01/2023
Bolo de mesclado;7;R$ 6,40;19/02/2023
Bolo de mesclado;7;R$ 6,40;29/03/2023
Bolo de mesclado;4;R$ 3,66;16/03/2023
Bolo de mesclado;2;R$ 1,83;13/01/2023
Bolo de mesclado;10;R$ 9,14;02/02/2023
Bolo de mesclado;9;R$ 8,23;22/01/2023
Bolo de mesclado;9;R$ 8,23;30/01/2023
Bolo de mesclado;9;R$ 8,23;09/01/2023
Bolo de mesclado;7;R$ 6,40;04/01/2023
Bolo de mesclado;3;R$ 2,74;24/02/2023
Bolo de mesclado;3;R$ 2,74;23/02/2023
Bolo de mesclado;8;R$ 7,32;01/04/2023
Bolo de mesclado;1;R$ 0,91;20/02/2023
Bolo de mesclado;4;R$ 3,66;18/03/2023
Bolo de mesclado;9;R$ 8,23;11/01/2023
Bolo de mesclado;7;R$ 6,40;29/01/2023
Bolo de mesclado;1;R$ 0,91;12/01/2023
Bolo de mesclado;6;R$ 5,49;08/01/2023
Bolo de mesclado;1;R$ 0,91;02/02/2023
Bolo de mesclado;4;R$ 3,66;09/01/2023
Bolo de mesclado;10;R$ 9,14;27/03/2023
Bolo de mesclado;7;R$ 6,40;22/03/2023
Bolo de mesclado;8;R$ 7,32;18/02/2023
Bolo de mesclado;6;R$ 5,49;18/03/2023
Bolo de mesclado;5;R$ 4,57;17/01/2023
Bolo de mesclado;2;R$ 1,83;05/02/2023
Bolo de mesclado;10;R$ 9,14;14/03/2023
Bolo de mesclado;4;R$ 3,66;25/02/2023
Bolo de mesclado;3;R$ 2,74;14/03/2023
Bolo de mesclado;8;R$ 7,32;28/03/2023
Bolo de mesclado;3;R$ 2,74;10/03/2023
Bolo de mesclado;1;R$ 0,91;18/02/2023
Bolo de mesclado;10;R$ 9,14;30/03/2023
Bolo de mesclado;2;R$ 1,83;24/01/2023
Bolo de mesclado;8;R$ 7,32;22/03/2023
Bolo de mesclado;1;R$ 0,91;30/03/2023
Bolo de mesclado;4;R$ 3,66;09/02/2023
Bolo de mesclado;2;R$ 1,83;17/01/2023
Bolo de mesclado;10;R$ 9,14;15/03/2023
Bolo de mesclado;9;R$ 8,23;25/03/2023
Bolo de mesclado;1;R$ 0,91;17/02/2023
Bolo de mesclado;4;R$ 3,66;21/01/2023
Bolo de mesclado;7;R$ 6,40;01/03/2023
Bolo de mesclado;9;R$ 8,23;08/03/2023
Bolo de mesclado;3;R$ 2,74;30/03/2023
Bolo de mesclado;7;R$ 6,40;16/02/2023
Bolo de mesclado;7;R$ 6,40;04/03/2023
Bolo de mesclado;1;R$ 0,91;13/03/2023
Bolo de mesclado;10;R$ 9,14;07/03/2023
Bolo de mesclado;3;R$ 2,74;25/02/2023
Bolo de mesclado;7;R$ 6,40;08/01/2023
Bolo de mesclado;8;R$ 7,32;16/01/2023
Bolo de mesclado;5;R$ 4,57;14/01/2023
Bolo de mesclado;2;R$ 1,83;01/04/2023
Bolo de mesclado;6;R$ 5,49;29/03/2023
Bolo de mesclado;2;R$ 1,83;24/03/2023
Bolo de mesclado;8;R$ 7,32;21/01/2023
Bolo de mesclado;5;R$ 4,57;15/02/2023
Bolo de mesclado;7;R$ 6,40;25/03/2023
Bolo de mesclado;10;R$ 9,14;07/02/2023
Bolo de mesclado;2;R$ 1,83;12/02/2023
Copo da felicidade de uva;2;R$ 1,83;31/01/2023
Copo da felicidade de uva;7;R$ 6,40;05/01/2023
Copo da felicidade de uva;4;R$ 3,66;14/02/2023
Copo da felicidade de uva;8;R$ 7,32;26/03/2023
Copo da felicidade de uva;4;R$ 3,66;16/02/2023
Copo da felicidade de uva;4;R$ 3,66;19/01/2023
Copo da felicidade de uva;2;R$ 1,83;28/01/2023
Copo da felicidade de uva;10;R$ 9,14;19/03/2023
Copo da felicidade de uva;6;R$ 5,49;06/02/2023
Copo da felicidade de uva;4;R$ 3,66;03/02/2023
Copo da felicidade de uva;8;R$ 7,32;12/02/2023
Copo da felicidade de uva;6;R$ 5,49;22/03/2023
Copo da felicidade de uva;2;R$ 1,83;27/02/2023
Copo da felicidade de uva;9;R$ 8,23;16/03/2023
Copo da felicidade de uva;1;R$ 0,91;28/03/2023
Copo da felicidade de uva;6;R$ 5,49;22/02/2023
Copo da felicidade de uva;8;R$ 7,32;31/01/2023
Copo da felicidade de uva;7;R$ 6,40;17/01/2023
Copo da felicidade de uva;6;R$ 5,49;02/02/2023
Copo da felicidade de uva;5;R$ 4,57;01/01/2023
Copo da felicidade de uva;2;R$ 1,83;01/01/2023
Copo da felicidade de uva;5;R$ 4,57;12/03/2023
Copo da felicidade de uva;7;R$ 6,40;25/03/2023
Copo da felicidade de uva;2;R$ 1,83;26/03/2023
Copo da felicidade de uva;4;R$ 3,66;27/02/2023
Copo da felicidade de uva;4;R$ 3,66;27/03/2023
Copo da felicidade de uva;5;R$ 4,57;23/01/2023
Copo da felicidade de uva;7;R$ 6,40;11/01/2023
Copo da felicidade de uva;1;R$ 0,91;08/02/2023
Copo da felicidade de uva;9;R$ 8,23;28/03/2023
Copo da felicidade de uva;1;R$ 0,91;17/01/2023
Copo da felicidade de uva;9;R$ 8,23;28/02/2023
Copo da felicidade de uva;4;R$ 3,66;19/03/2023
Copo da felicidade de uva;9;R$ 8,23;04/01/2023
Copo da felicidade de uva;6;R$ 5,49;01/02/2023
Copo da felicidade de uva;6;R$ 5,49;31/03/2023
Copo da felicidade de uva;9;R$ 8,23;15/01/2023
Copo da felicidade de uva;8;R$ 7,32;02/02/2023
Copo da felicidade de uva;6;R$ 5,49;28/01/2023
Copo da felicidade de uva;10;R$ 9,14;09/01/2023
Copo da felicidade de uva;10;R$ 9,14;25/02/2023
Copo da felicidade de uva;9;R$ 8,23;21/03/2023
Copo da felicidade de uva;6;R$ 5,49;03/02/2023
Copo da felicidade de uva;5;R$ 4,57;08/03/2023
Copo da felicidade de uva;2;R$ 1,83;14/03/2023
Copo da felicidade de uva;5;R$ 4,57;29/03/2023
Copo da felicidade de uva;4;R$ 3,66;04/03/2023
Copo da felicidade de uva;1;R$ 0,91;06/01/2023
Copo da felicidade de uva;6;R$ 5,49;11/02/2023
Copo da felicidade de uva;10;R$ 9,14;09/02/2023
Copo da felicidade de uva;7;R$ 6,40;26/01/2023
Copo da felicidade de uva;5;R$ 4,57;18/03/2023
Copo da felicidade de uva;5;R$ 4,57;27/01/2023
Copo da felicidade de uva;10;R$ 9,14;17/01/2023
Copo da felicidade de uva;8;R$ 7,32;06/02/2023
Copo da felicidade de uva;7;R$ 6,40;24/01/2023
Copo da felicidade de uva;5;R$ 4,57;13/01/2023
Copo da felicidade de uva;3;R$ 2,74;10/02/2023
Copo da felicidade de uva;10;R$ 9,14;19/01/2023
Copo da felicidade de uva;6;R$ 5,49;03/03/2023
Copo da felicidade de uva;3;R$ 2,74;08/01/2023
Copo da felicidade de uva;8;R$ 7,32;01/04/2023
Copo da felicidade de uva;8;R$ 7,32;26/03/2023
Copo da felicidade de uva;5;R$ 4,57;02/01/2023
Copo da felicidade de uva;6;R$ 5,49;19/03/2023
Copo da felicidade de uva;2;R$ 1,83;13/03/2023
Copo da felicidade de uva;2;R$ 1,83;09/03/2023
Copo da felicidade de uva;8;R$ 7,32;08/01/2023
Copo da felicidade de uva;8;R$ 7,32;03/02/2023
Copo da felicidade de uva;7;R$ 6,40;27/03/2023
Copo da felicidade de uva;5;R$ 4,57;07/03/2023
Copo da felicidade de uva;7;R$ 6,40;29/01/2023
Copo da felicidade de uva;7;R$ 6,40;10/01/2023
Copo da felicidade de uva;9;R$ 8,23;24/03/2023
Copo da felicidade de uva;6;R$ 5,49;07/02/2023
Copo da felicidade de uva;5;R$ 4,57;02/01/2023
Copo da felicidade de uva;7;R$ 6,40;06/03/2023
Copo da felicidade de uva;1;R$ 0,91;02/02/2023
Copo da felicidade de uva;10;R$ 9,14;14/03/2023
Copo da felicidade de uva;3;R$ 2,74;01/03/2023
Copo da felicidade de uva;9;R$ 8,23;15/02/2023
Copo da felicidade de uva;9;R$ 8,23;12/03/2023
Copo da felicidade de uva;2;R$ 1,83;24/01/2023
Copo da felicidade de uva;6;R$ 5,49;14/03/2023
Copo da felicidade de uva;8;R$ 7,32;11/03/2023
Copo da felicidade de uva;2;R$ 1,83;07/02/2023
Copo da felicidade de uva;9;R$ 8,23;28/02/2023
Copo da felicidade de uva;6;R$ 5,49;24/02/2023
Copo da felicidade de uva;4;R$ 3,66;01/02/2023
Copo da felicidade de uva;4;R$ 3,66;06/02/2023
bolo de mandioca p ;8;R$ 7,32;16/02/2023
bolo de mandioca p ;3;R$ 2,74;28/02/2023
bolo de mandioca p ;1;R$ 0,91;04/01/2023
bolo de mandioca p ;10;R$ 9,14;19/03/2023
bolo de mandioca p ;4;R$ 3,66;15/03/2023
bolo de mandioca p ;6;R$ 5,49;15/03/2023
bolo de mandioca p ;1;R$ 0,91;20/01/2023
bolo de mandioca p ;8;R$ 7,32;27/03/2023
bolo de mandioca p ;10;R$ 9,14;20/01/2023
bolo de mandioca p ;7;R$ 6,40;05/03/2023
bolo de mandioca p ;9;R$ 8,23;20/03/2023
bolo de mandioca p ;6;R$ 5,49;23/03/2023
bolo de mandioca p ;9;R$ 8,23;16/02/2023
bolo de mandioca p ;10;R$ 9,14;06/01/2023
bolo de mandioca p ;2;R$ 1,83;18/02/2023
bolo de mandioca p ;8;R$ 7,32;13/03/2023
bolo de mandioca p ;8;R$ 7,32;11/02/2023
bolo de mandioca p ;8;R$ 7,32;08/03/2023
bolo de mandioca p ;4;R$ 3,66;19/01/2023
bolo de mandioca p ;2;R$ 1,83;19/03/2023
bolo de mandioca p ;8;R$ 7,32;07/02/2023
bolo de mandioca p ;9;R$ 8,23;13/03/2023
bolo de mandioca p ;8;R$ 7,32;16/02/2023
bolo de mandioca p ;9;R$ 8,23;29/01/2023
bolo de mandioca p ;1;R$ 0,91;24/02/2023
bolo de mandioca p ;10;R$ 9,14;23/02/2023
bolo de mandioca p ;9;R$ 8,23;16/02/2023
bolo de mandioca p ;9;R$ 8,23;22/03/2023
bolo de mandioca p ;5;R$ 4,57;07/03/2023
bolo de mandioca p ;10;R$ 9,14;20/01/2023
bolo de mandioca p ;3;R$ 2,74;13/03/2023
bolo de mandioca p ;9;R$ 8,23;04/03/2023
bolo de mandioca p ;9;R$ 8,23;22/02/2023
bolo de mandioca p ;5;R$ 4,57;04/01/2023
bolo de mandioca p ;1;R$ 0,91;27/01/2023
bolo de mandioca p ;9;R$ 8,23;24/01/2023
bolo de mandioca p ;7;R$ 6,40;31/03/2023
bolo de mandioca p ;5;R$ 4,57;09/02/2023
bolo de mandioca p ;6;R$ 5,49;14/02/2023
bolo de mandioca p ;4;R$ 3,66;01/01/2023
bolo de mandioca p ;4;R$ 3,66;10/02/2023
bolo de mandioca p ;8;R$ 7,32;26/01/2023
bolo de mandioca p ;9;R$ 8,23;17/01/2023
bolo de mandioca p ;6;R$ 5,49;25/02/2023
bolo de mandioca p ;6;R$ 5,49;07/02/2023
bolo de mandioca p ;8;R$ 7,32;21/01/2023
bolo de mandioca p ;2;R$ 1,83;05/03/2023
bolo de mandioca p ;9;R$ 8,23;03/02/2023
bolo de mandioca p ;5;R$ 4,57;12/02/2023
bolo de mandioca p ;7;R$ 6,40;28/03/2023
bolo de mandioca p ;9;R$ 8,23;27/02/2023
bolo de mandioca p ;2;R$ 1,83;05/01/2023
bolo de mandioca p ;1;R$ 0,91;13/03/2023
bolo de mandioca p ;7;R$ 6,40;17/01/2023
bolo de mandioca p ;4;R$ 3,66;26/03/2023
bolo de mandioca p ;10;R$ 9,14;01/04/2023
bolo de mandioca p ;6;R$ 5,49;10/03/2023
bolo de mandioca p ;10;R$ 9,14;15/01/2023
bolo de mandioca p ;2;R$ 1,83;26/02/2023
bolo de mandioca p ;4;R$ 3,66;29/03/2023
bolo de mandioca p ;4;R$ 3,66;27/01/2023
bolo de mandioca p ;9;R$ 8,23;04/03/2023
bolo de mandioca p ;3;R$ 2,74;26/02/2023
bolo de mandioca p ;3;R$ 2,74;08/03/2023
bolo de mandioca p ;9;R$ 8,23;18/03/2023
bolo de mandioca p ;8;R$ 7,32;30/03/2023
bolo de mandioca p ;7;R$ 6,40;17/02/2023
bolo de mandioca p ;8;R$ 7,32;29/01/2023
bolo de mandioca p ;5;R$ 4,57;07/02/2023
bolo de mandioca p ;1;R$ 0,91;28/03/2023
bolo de mandioca p ;8;R$ 7,32;15/03/2023
bolo de mandioca p ;8;R$ 7,32;23/02/2023
bolo de mandioca p ;6;R$ 5,49;24/03/2023
bolo de mandioca p ;7;R$ 6,40;27/01/2023
bolo de mandioca p ;8;R$ 7,32;14/01/2023
bolo de mandioca p ;1;R$ 0,91;26/01/2023
bolo de mandioca p ;4;R$ 3,66;05/01/2023
bolo de mandioca p ;1;R$ 0,91;06/02/2023
bolo de mandioca p ;7;R$ 6,40;30/03/2023
bolo de mandioca p ;2;R$ 1,83;15/02/2023
bolo de mandioca p ;4;R$ 3,66;15/01/2023
bolo de mandioca p ;10;R$ 9,14;12/02/2023
bolo de mandioca p ;6;R$ 5,49;16/03/2023
bolo de mandioca p ;7;R$ 6,40;19/02/2023
bolo de mandioca p ;3;R$ 2,74;04/02/2023
bolo de mandioca p ;9;R$ 8,23;04/01/2023
bolo de mandioca p ;5;R$ 4,57;01/03/2023
bolo de mandioca p ;5;R$ 4,57;25/02/2023
bolo de mandioca p ;5;R$ 4,57;05/03/2023
bolo de mandioca p ;10;R$ 9,14;04/03/2023
Suco ONLY UVA;2;R$ 1,83;03/03/2023
Suco ONLY UVA;8;R$ 7,32;13/01/2023
Suco ONLY UVA;1;R$ 0,91;20/01/2023
Suco ONLY UVA;2;R$ 1,83;25/03/2023
Suco ONLY UVA;8;R$ 7,32;21/01/2023
Suco ONLY UVA;2;R$ 1,83;22/02/2023
Suco ONLY UVA;3;R$ 2,74;06/02/2023
Suco ONLY UVA;10;R$ 9,14;18/03/2023
Suco ONLY UVA;4;R$ 3,66;03/02/2023
Suco ONLY UVA;4;R$ 3,66;23/01/2023
Suco ONLY UVA;8;R$ 7,32;15/03/2023
Suco ONLY UVA;1;R$ 0,91;02/03/2023
Suco ONLY UVA;10;R$ 9,14;03/01/2023
Suco ONLY UVA;2;R$ 1,83;25/03/2023
Suco ONLY UVA;3;R$ 2,74;13/03/2023
Suco ONLY UVA;9;R$ 8,23;05/01/2023
Suco ONLY UVA;4;R$ 3,66;12/01/2023
Suco ONLY UVA;7;R$ 6,40;11/01/2023
Suco ONLY UVA;5;R$ 4,57;14/03/2023
Suco ONLY UVA;5;R$ 4,57;19/03/2023
Suco ONLY UVA;10;R$ 9,14;21/01/2023
Suco ONLY UVA;2;R$ 1,83;01/01/2023
Suco ONLY UVA;5;R$ 4,57;17/02/2023
Suco ONLY UVA;3;R$ 2,74;20/03/2023
Suco ONLY UVA;4;R$ 3,66;05/02/2023
Suco ONLY UVA;8;R$ 7,32;18/02/2023
Suco ONLY UVA;2;R$ 1,83;09/03/2023
Suco ONLY UVA;6;R$ 5,49;13/03/2023
Suco ONLY UVA;3;R$ 2,74;10/02/2023
Suco ONLY UVA;1;R$ 0,91;01/03/2023
Suco ONLY UVA;7;R$ 6,40;08/03/2023
Suco ONLY UVA;8;R$ 7,32;02/01/2023
Suco ONLY UVA;7;R$ 6,40;08/02/2023
Suco ONLY UVA;6;R$ 5,49;10/01/2023
Suco ONLY UVA;8;R$ 7,32;25/03/2023
Suco ONLY UVA;8;R$ 7,32;13/01/2023
Suco ONLY UVA;5;R$ 4,57;23/01/2023
Suco ONLY UVA;5;R$ 4,57;13/03/2023
Suco ONLY UVA;10;R$ 9,14;10/01/2023
Suco ONLY UVA;3;R$ 2,74;20/03/2023
Suco ONLY UVA;5;R$ 4,57;30/01/2023
Suco ONLY UVA;3;R$ 2,74;13/03/2023
Suco ONLY UVA;5;R$ 4,57;14/03/2023
Suco ONLY UVA;4;R$ 3,66;31/03/2023
Suco ONLY UVA;8;R$ 7,32;12/03/2023
Suco ONLY UVA;8;R$ 7,32;30/03/2023
Suco ONLY UVA;4;R$ 3,66;06/02/2023
Suco ONLY UVA;4;R$ 3,66;24/01/2023
Suco ONLY UVA;5;R$ 4,57;23/02/2023
Suco ONLY UVA;7;R$ 6,40;25/01/2023
Suco ONLY UVA;9;R$ 8,23;25/01/2023
Suco ONLY UVA;1;R$ 0,91;23/03/2023
Suco ONLY UVA;10;R$ 9,14;06/02/2023
Suco ONLY UVA;1;R$ 0,91;12/03/2023
Suco ONLY UVA;4;R$ 3,66;22/02/2023
Suco ONLY UVA;8;R$ 7,32;21/03/2023
Suco ONLY UVA;9;R$ 8,23;08/01/2023
Suco ONLY UVA;8;R$ 7,32;11/03/2023
Suco ONLY UVA;5;R$ 4,57;26/02/2023
Suco ONLY UVA;5;R$ 4,57;10/03/2023
Suco ONLY UVA;9;R$ 8,23;02/03/2023
Suco ONLY UVA;6;R$ 5,49;16/03/2023
Suco ONLY UVA;2;R$ 1,83;31/01/2023
Suco ONLY UVA;6;R$ 5,49;03/01/2023
Suco ONLY UVA;1;R$ 0,91;02/02/2023
Suco ONLY UVA;10;R$ 9,14;10/01/2023
Suco ONLY UVA;7;R$ 6,40;03/03/2023
Suco ONLY UVA;7;R$ 6,40;28/01/2023
Suco ONLY UVA;8;R$ 7,32;11/03/2023
Suco ONLY UVA;1;R$ 0,91;17/02/2023
Suco ONLY UVA;8;R$ 7,32;23/02/2023
Suco ONLY UVA;9;R$ 8,23;16/01/2023
Suco ONLY UVA;5;R$ 4,57;09/01/2023
Suco ONLY UVA;6;R$ 5,49;29/03/2023
Suco ONLY UVA;8;R$ 7,32;11/01/2023
Suco ONLY UVA;10;R$ 9,14;07/03/2023
Suco ONLY UVA;8;R$ 7,32;15/01/2023
Suco ONLY UVA;2;R$ 1,83;26/03/2023
Suco ONLY UVA;3;R$ 2,74;03/03/2023
Suco ONLY UVA;9;R$ 8,23;17/02/2023
Suco ONLY UVA;1;R$ 0,91;28/02/2023
Suco ONLY UVA;4;R$ 3,66;05/01/2023
Suco ONLY UVA;3;R$ 2,74;30/01/2023
Suco ONLY UVA;9;R$ 8,23;26/03/2023
Suco ONLY UVA;1;R$ 0,91;20/01/2023
Suco ONLY UVA;2;R$ 1,83;28/03/2023
Suco ONLY UVA;10;R$ 9,14;20/03/2023
Suco ONLY UVA;5;R$ 4,57;06/01/2023
Suco ONLY UVA;2;R$ 1,83;04/02/2023
Suco ONLY UVA;6;R$ 5,49;24/03/2023
